muni_join,uf_join,id_municipio,manual,atencao,existia_1991,existia_2000,existia_2010
cachoeirinha,RS,4303103,FALSE,FALSE,1,1,1
cacique doble,RS,4303202,FALSE,FALSE,1,1,1
caibate,RS,4303301,FALSE,FALSE,1,1,1
caicara,RS,4303400,FALSE,FALSE,1,1,1
camaqua,RS,4303509,FALSE,FALSE,1,1,1
camargo,RS,4303558,FALSE,FALSE,1,1,1
cambara do sul,RS,4303608,FALSE,FALSE,1,1,1
campestre da serra,RS,4303673,FALSE,FALSE,0,1,1
campina das missoes,RS,4303707,FALSE,FALSE,1,1,1
campinas do sul,RS,4303806,FALSE,FALSE,1,1,1
campo bom,RS,4303905,FALSE,FALSE,1,1,1
campo novo,RS,4304002,FALSE,FALSE,1,1,1
campos borges,RS,4304101,FALSE,FALSE,1,1,1
candelaria,RS,4304200,FALSE,FALSE,1,1,1
candido godoi,RS,4304309,FALSE,FALSE,1,1,1
candiota,RS,4304358,FALSE,FALSE,0,1,1
canela,RS,4304408,FALSE,FALSE,1,1,1
cangucu,RS,4304507,FALSE,FALSE,1,1,1
canoas,RS,4304606,FALSE,FALSE,1,1,1
canudos do vale,RS,4304614,FALSE,FALSE,0,0,1
capao bonito do sul,RS,4304622,FALSE,FALSE,0,0,1
capao da canoa,RS,4304630,FALSE,FALSE,1,1,1
capao do cipo,RS,4304655,FALSE,FALSE,0,0,1
capao do leao,RS,4304663,FALSE,FALSE,1,1,1
capivari do sul,RS,4304671,FALSE,FALSE,0,1,1
capela de santana,RS,4304689,FALSE,FALSE,1,1,1
capitao,RS,4304697,FALSE,FALSE,0,1,1
carazinho,RS,4304705,FALSE,FALSE,1,1,1
caraa,RS,4304713,FALSE,FALSE,0,1,1
carlos barbosa,RS,4304804,FALSE,FALSE,1,1,1
carlos gomes,RS,4304853,FALSE,FALSE,0,1,1
casca,RS,4304903,FALSE,FALSE,1,1,1
caseiros,RS,4304952,FALSE,FALSE,1,1,1
catuipe,RS,4305009,FALSE,FALSE,1,1,1
caxias do sul,RS,4305108,FALSE,FALSE,1,1,1
centenario,RS,4305116,FALSE,FALSE,0,1,1
cerrito,RS,4305124,FALSE,FALSE,0,1,1
cerro branco,RS,4305132,FALSE,FALSE,1,1,1
cerro grande,RS,4305157,FALSE,FALSE,1,1,1
cerro grande do sul,RS,4305173,FALSE,FALSE,1,1,1
cerro largo,RS,4305207,FALSE,FALSE,1,1,1
chapada,RS,4305306,FALSE,FALSE,1,1,1
charqueadas,RS,4305355,FALSE,FALSE,1,1,1
charrua,RS,4305371,FALSE,FALSE,0,1,1
chiapetta,RS,4305405,FALSE,FALSE,1,1,1
chui,RS,4305439,FALSE,FALSE,0,1,1
chuvisca,RS,4305447,FALSE,FALSE,0,1,1
cidreira,RS,4305454,FALSE,FALSE,1,1,1
ciriaco,RS,4305504,FALSE,FALSE,1,1,1
colinas,RS,4305587,FALSE,FALSE,0,1,1
colorado,RS,4305603,FALSE,FALSE,1,1,1
condor,RS,4305702,FALSE,FALSE,1,1,1
constantina,RS,4305801,FALSE,FALSE,1,1,1
coqueiro baixo,RS,4305835,FALSE,FALSE,0,0,1
coqueiros do sul,RS,4305850,FALSE,FALSE,0,1,1
coronel barros,RS,4305871,FALSE,FALSE,0,1,1
coronel bicaco,RS,4305900,FALSE,FALSE,1,1,1
coronel pilar,RS,4305934,FALSE,FALSE,0,0,1
cotipora,RS,4305959,FALSE,FALSE,1,1,1
coxilha,RS,4305975,FALSE,FALSE,0,1,1
crissiumal,RS,4306007,FALSE,FALSE,1,1,1
cristal,RS,4306056,FALSE,FALSE,1,1,1
cristal do sul,RS,4306072,FALSE,FALSE,0,1,1
cruz alta,RS,4306106,FALSE,FALSE,1,1,1
cruzaltense,RS,4306130,FALSE,FALSE,0,0,1
cruzeiro do sul,RS,4306205,FALSE,FALSE,1,1,1
david canabarro,RS,4306304,FALSE,FALSE,1,1,1
derrubadas,RS,4306320,FALSE,FALSE,0,1,1
dezesseis de novembro,RS,4306353,FALSE,FALSE,1,1,1
dilermando de aguiar,RS,4306379,FALSE,FALSE,0,1,1
dois irmaos,RS,4306403,FALSE,FALSE,1,1,1
dois irmaos das missoes,RS,4306429,FALSE,FALSE,0,1,1
dois lajeados,RS,4306452,FALSE,FALSE,1,1,1
dom feliciano,RS,4306502,FALSE,FALSE,1,1,1
dom pedro de alcantara,RS,4306551,FALSE,FALSE,0,1,1
dom pedrito,RS,4306601,FALSE,FALSE,1,1,1
dona francisca,RS,4306700,FALSE,FALSE,1,1,1
doutor mauricio cardoso,RS,4306734,FALSE,FALSE,1,1,1
doutor ricardo,RS,4306759,FALSE,FALSE,0,1,1
eldorado do sul,RS,4306767,FALSE,FALSE,1,1,1
encantado,RS,4306809,FALSE,FALSE,1,1,1
encruzilhada do sul,RS,4306908,FALSE,FALSE,1,1,1
engenho velho,RS,4306924,FALSE,FALSE,0,1,1
entre-ijuis,RS,4306932,FALSE,FALSE,1,1,1
entre rios do sul,RS,4306957,FALSE,FALSE,1,1,1
erebango,RS,4306973,FALSE,FALSE,1,1,1
erechim,RS,4307005,FALSE,FALSE,1,1,1
ernestina,RS,4307054,FALSE,FALSE,1,1,1
herval,RS,4307104,FALSE,FALSE,1,1,1
erval grande,RS,4307203,FALSE,FALSE,1,1,1
erval seco,RS,4307302,FALSE,FALSE,1,1,1
esmeralda,RS,4307401,FALSE,FALSE,1,1,1
esperanca do sul,RS,4307450,FALSE,FALSE,0,1,1
espumoso,RS,4307500,FALSE,FALSE,1,1,1
estacao,RS,4307559,FALSE,FALSE,1,1,1
estancia velha,RS,4307609,FALSE,FALSE,1,1,1
esteio,RS,4307708,FALSE,FALSE,1,1,1
estrela,RS,4307807,FALSE,FALSE,1,1,1
estrela velha,RS,4307815,FALSE,FALSE,0,1,1
eugenio de castro,RS,4307831,FALSE,FALSE,1,1,1
fagundes varela,RS,4307864,FALSE,FALSE,1,1,1
farroupilha,RS,4307906,FALSE,FALSE,1,1,1
faxinal do soturno,RS,4308003,FALSE,FALSE,1,1,1
faxinalzinho,RS,4308052,FALSE,FALSE,1,1,1
fazenda vilanova,RS,4308078,FALSE,FALSE,0,1,1
feliz,RS,4308102,FALSE,FALSE,1,1,1
flores da cunha,RS,4308201,FALSE,FALSE,1,1,1
floriano peixoto,RS,4308250,FALSE,FALSE,0,1,1
fontoura xavier,RS,4308300,FALSE,FALSE,1,1,1
formigueiro,RS,4308409,FALSE,FALSE,1,1,1
forquetinha,RS,4308433,FALSE,FALSE,0,0,1
fortaleza dos valos,RS,4308458,FALSE,FALSE,1,1,1
frederico westphalen,RS,4308508,FALSE,FALSE,1,1,1
garibaldi,RS,4308607,FALSE,FALSE,1,1,1
garruchos,RS,4308656,FALSE,FALSE,0,1,1
gaurama,RS,4308706,FALSE,FALSE,1,1,1
general camara,RS,4308805,FALSE,FALSE,1,1,1
gentil,RS,4308854,FALSE,FALSE,0,1,1
getulio vargas,RS,4308904,FALSE,FALSE,1,1,1
girua,RS,4309001,FALSE,FALSE,1,1,1
glorinha,RS,4309050,FALSE,FALSE,1,1,1
gramado,RS,4309100,FALSE,FALSE,1,1,1
gramado dos loureiros,RS,4309126,FALSE,FALSE,0,1,1
gramado xavier,RS,4309159,FALSE,FALSE,0,1,1
gravatai,RS,4309209,FALSE,FALSE,1,1,1
guabiju,RS,4309258,FALSE,FALSE,1,1,1
guaiba,RS,4309308,FALSE,FALSE,1,1,1
guapore,RS,4309407,FALSE,FALSE,1,1,1
guarani das missoes,RS,4309506,FALSE,FALSE,1,1,1
harmonia,RS,4309555,FALSE,FALSE,1,1,1
herveiras,RS,4309571,FALSE,FALSE,0,1,1
horizontina,RS,4309605,FALSE,FALSE,1,1,1
hulha negra,RS,4309654,FALSE,FALSE,0,1,1
humaita,RS,4309704,FALSE,FALSE,1,1,1
ibarama,RS,4309753,FALSE,FALSE,1,1,1
ibiaca,RS,4309803,FALSE,FALSE,1,1,1
ibiraiaras,RS,4309902,FALSE,FALSE,1,1,1
ibirapuita,RS,4309951,FALSE,FALSE,1,1,1
ibiruba,RS,4310009,FALSE,FALSE,1,1,1
igrejinha,RS,4310108,FALSE,FALSE,1,1,1
ijui,RS,4310207,FALSE,FALSE,1,1,1
ilopolis,RS,4310306,FALSE,FALSE,1,1,1
imbe,RS,4310330,FALSE,FALSE,1,1,1
imigrante,RS,4310363,FALSE,FALSE,1,1,1
independencia,RS,4310405,FALSE,FALSE,1,1,1
inhacora,RS,4310413,FALSE,FALSE,0,1,1
ipe,RS,4310439,FALSE,FALSE,1,1,1
ipiranga do sul,RS,4310462,FALSE,FALSE,1,1,1
irai,RS,4310504,FALSE,FALSE,1,1,1
itaara,RS,4310538,FALSE,FALSE,0,1,1
itacurubi,RS,4310553,FALSE,FALSE,1,1,1
itapuca,RS,4310579,FALSE,FALSE,0,1,1
itaqui,RS,4310603,FALSE,FALSE,1,1,1
itati,RS,4310652,FALSE,FALSE,0,0,1
itatiba do sul,RS,4310702,FALSE,FALSE,1,1,1
ivora,RS,4310751,FALSE,FALSE,1,1,1
ivoti,RS,4310801,FALSE,FALSE,1,1,1
jaboticaba,RS,4310850,FALSE,FALSE,1,1,1
jacuizinho,RS,4310876,FALSE,FALSE,0,0,1
jacutinga,RS,4310900,FALSE,FALSE,1,1,1
jaguarao,RS,4311007,FALSE,FALSE,1,1,1
jaguari,RS,4311106,FALSE,FALSE,1,1,1
jaquirana,RS,4311122,FALSE,FALSE,1,1,1
jari,RS,4311130,FALSE,FALSE,0,1,1
joia,RS,4311155,FALSE,FALSE,1,1,1
julio de castilhos,RS,4311205,FALSE,FALSE,1,1,1
lagoa bonita do sul,RS,4311239,FALSE,FALSE,0,0,1
lagoao,RS,4311254,FALSE,FALSE,1,1,1
lagoa dos tres cantos,RS,4311270,FALSE,FALSE,0,1,1
lagoa vermelha,RS,4311304,FALSE,FALSE,1,1,1
lajeado,RS,4311403,FALSE,FALSE,1,1,1
lajeado do bugre,RS,4311429,FALSE,FALSE,0,1,1
lavras do sul,RS,4311502,FALSE,FALSE,1,1,1
liberato salzano,RS,4311601,FALSE,FALSE,1,1,1
lindolfo collor,RS,4311627,FALSE,FALSE,0,1,1
linha nova,RS,4311643,FALSE,FALSE,0,1,1
machadinho,RS,4311700,FALSE,FALSE,1,1,1
macambara,RS,4311718,FALSE,FALSE,0,1,1
mampituba,RS,4311734,FALSE,FALSE,0,1,1
manoel viana,RS,4311759,FALSE,FALSE,0,1,1
maquine,RS,4311775,FALSE,FALSE,0,1,1
marata,RS,4311791,FALSE,FALSE,0,1,1
marau,RS,4311809,FALSE,FALSE,1,1,1
marcelino ramos,RS,4311908,FALSE,FALSE,1,1,1
mariana pimentel,RS,4311981,FALSE,FALSE,0,1,1
mariano moro,RS,4312005,FALSE,FALSE,1,1,1
marques de souza,RS,4312054,FALSE,FALSE,0,1,1
mata,RS,4312104,FALSE,FALSE,1,1,1
mato castelhano,RS,4312138,FALSE,FALSE,0,1,1
mato leitao,RS,4312153,FALSE,FALSE,0,1,1
mato queimado,RS,4312179,FALSE,FALSE,0,0,1
maximiliano de almeida,RS,4312203,FALSE,FALSE,1,1,1
minas do leao,RS,4312252,FALSE,FALSE,0,1,1
miraguai,RS,4312302,FALSE,FALSE,1,1,1
montauri,RS,4312351,FALSE,FALSE,1,1,1
monte alegre dos campos,RS,4312377,FALSE,FALSE,0,1,1
monte belo do sul,RS,4312385,FALSE,FALSE,0,1,1
montenegro,RS,4312401,FALSE,FALSE,1,1,1
mormaco,RS,4312427,FALSE,FALSE,0,1,1
morrinhos do sul,RS,4312443,FALSE,FALSE,0,1,1
morro redondo,RS,4312450,FALSE,FALSE,1,1,1
morro reuter,RS,4312476,FALSE,FALSE,0,1,1
mostardas,RS,4312500,FALSE,FALSE,1,1,1
mucum,RS,4312609,FALSE,FALSE,1,1,1
muitos capoes,RS,4312617,FALSE,FALSE,0,1,1
muliterno,RS,4312625,FALSE,FALSE,0,1,1
nao-me-toque,RS,4312658,FALSE,FALSE,1,1,1
nicolau vergueiro,RS,4312674,FALSE,FALSE,0,1,1
nonoai,RS,4312708,FALSE,FALSE,1,1,1
nova alvorada,RS,4312757,FALSE,FALSE,1,1,1
nova araca,RS,4312807,FALSE,FALSE,1,1,1
nova bassano,RS,4312906,FALSE,FALSE,1,1,1
nova boa vista,RS,4312955,FALSE,FALSE,0,1,1
nova brescia,RS,4313003,FALSE,FALSE,1,1,1
nova candelaria,RS,4313011,FALSE,FALSE,0,1,1
nova esperanca do sul,RS,4313037,FALSE,FALSE,1,1,1
nova hartz,RS,4313060,FALSE,FALSE,1,1,1
nova padua,RS,4313086,FALSE,FALSE,0,1,1
nova palma,RS,4313102,FALSE,FALSE,1,1,1
nova petropolis,RS,4313201,FALSE,FALSE,1,1,1
nova prata,RS,4313300,FALSE,FALSE,1,1,1
nova ramada,RS,4313334,FALSE,FALSE,0,1,1
nova roma do sul,RS,4313359,FALSE,FALSE,1,1,1
nova santa rita,RS,4313375,FALSE,FALSE,0,1,1
novo cabrais,RS,4313391,FALSE,FALSE,0,1,1
novo hamburgo,RS,4313409,FALSE,FALSE,1,1,1
novo machado,RS,4313425,FALSE,FALSE,0,1,1
novo tiradentes,RS,4313441,FALSE,FALSE,0,1,1
novo xingu,RS,4313466,FALSE,FALSE,0,0,1
novo barreiro,RS,4313490,FALSE,FALSE,0,1,1
osorio,RS,4313508,FALSE,FALSE,1,1,1
paim filho,RS,4313607,FALSE,FALSE,1,1,1
palmares do sul,RS,4313656,FALSE,FALSE,1,1,1
palmeira das missoes,RS,4313706,FALSE,FALSE,1,1,1
palmitinho,RS,4313805,FALSE,FALSE,1,1,1
panambi,RS,4313904,FALSE,FALSE,1,1,1
pantano grande,RS,4313953,FALSE,FALSE,1,1,1
parai,RS,4314001,FALSE,FALSE,1,1,1
paraiso do sul,RS,4314027,FALSE,FALSE,1,1,1
pareci novo,RS,4314035,FALSE,FALSE,0,1,1
parobe,RS,4314050,FALSE,FALSE,1,1,1
passa sete,RS,4314068,FALSE,FALSE,0,1,1
passo do sobrado,RS,4314076,FALSE,FALSE,0,1,1
passo fundo,RS,4314100,FALSE,FALSE,1,1,1
paulo bento,RS,4314134,FALSE,FALSE,0,0,1
paverama,RS,4314159,FALSE,FALSE,1,1,1
pedras altas,RS,4314175,FALSE,FALSE,0,0,1
pedro osorio,RS,4314209,FALSE,FALSE,1,1,1
pejucara,RS,4314308,FALSE,FALSE,1,1,1
pelotas,RS,4314407,FALSE,FALSE,1,1,1
picada cafe,RS,4314423,FALSE,FALSE,0,1,1
pinhal,RS,4314456,FALSE,FALSE,1,1,1
pinhal da serra,RS,4314464,FALSE,FALSE,0,0,1
pinhal grande,RS,4314472,FALSE,FALSE,0,1,1
pinheirinho do vale,RS,4314498,FALSE,FALSE,0,1,1
pinheiro machado,RS,4314506,FALSE,FALSE,1,1,1
pinto bandeira,RS,4314548,FALSE,FALSE,0,0,0
pirapo,RS,4314555,FALSE,FALSE,1,1,1
piratini,RS,4314605,FALSE,FALSE,1,1,1
planalto,RS,4314704,FALSE,FALSE,1,1,1
poco das antas,RS,4314753,FALSE,FALSE,1,1,1
pontao,RS,4314779,FALSE,FALSE,0,1,1
ponte preta,RS,4314787,FALSE,FALSE,0,1,1
portao,RS,4314803,FALSE,FALSE,1,1,1
porto alegre,RS,4314902,FALSE,FALSE,1,1,1
porto lucena,RS,4315008,FALSE,FALSE,1,1,1
porto maua,RS,4315057,FALSE,FALSE,0,1,1
porto vera cruz,RS,4315073,FALSE,FALSE,0,1,1
porto xavier,RS,4315107,FALSE,FALSE,1,1,1
pouso novo,RS,4315131,FALSE,FALSE,1,1,1
presidente lucena,RS,4315149,FALSE,FALSE,0,1,1
progresso,RS,4315156,FALSE,FALSE,1,1,1
protasio alves,RS,4315172,FALSE,FALSE,1,1,1
putinga,RS,4315206,FALSE,FALSE,1,1,1
quarai,RS,4315305,FALSE,FALSE,1,1,1
quatro irmaos,RS,4315313,FALSE,FALSE,0,0,1
quevedos,RS,4315321,FALSE,FALSE,0,1,1
quinze de novembro,RS,4315354,FALSE,FALSE,1,1,1
redentora,RS,4315404,FALSE,FALSE,1,1,1
relvado,RS,4315453,FALSE,FALSE,1,1,1
restinga seca,RS,4315503,FALSE,FALSE,1,1,1
rio dos indios,RS,4315552,FALSE,FALSE,0,1,1
rio grande,RS,4315602,FALSE,FALSE,1,1,1
rio pardo,RS,4315701,FALSE,FALSE,1,1,1
riozinho,RS,4315750,FALSE,FALSE,1,1,1
roca sales,RS,4315800,FALSE,FALSE,1,1,1
rodeio bonito,RS,4315909,FALSE,FALSE,1,1,1
rolador,RS,4315958,FALSE,FALSE,0,0,1
rolante,RS,4316006,FALSE,FALSE,1,1,1
ronda alta,RS,4316105,FALSE,FALSE,1,1,1
rondinha,RS,4316204,FALSE,FALSE,1,1,1
roque gonzales,RS,4316303,FALSE,FALSE,1,1,1
rosario do sul,RS,4316402,FALSE,FALSE,1,1,1
sagrada familia,RS,4316428,FALSE,FALSE,0,1,1
saldanha marinho,RS,4316436,FALSE,FALSE,1,1,1
salto do jacui,RS,4316451,FALSE,FALSE,1,1,1
salvador das missoes,RS,4316477,FALSE,FALSE,0,1,1
salvador do sul,RS,4316501,FALSE,FALSE,1,1,1
sananduva,RS,4316600,FALSE,FALSE,1,1,1
santa barbara do sul,RS,4316709,FALSE,FALSE,1,1,1
santa cecilia do sul,RS,4316733,FALSE,FALSE,0,0,1
santa clara do sul,RS,4316758,FALSE,FALSE,0,1,1
santa cruz do sul,RS,4316808,FALSE,FALSE,1,1,1
santa maria,RS,4316907,FALSE,FALSE,1,1,1
santa maria do herval,RS,4316956,FALSE,FALSE,1,1,1
santa margarida do sul,RS,4316972,FALSE,FALSE,0,0,1
santana da boa vista,RS,4317004,FALSE,FALSE,1,1,1
santana do livramento,RS,4317103,FALSE,FALSE,1,1,1
santa rosa,RS,4317202,FALSE,FALSE,1,1,1
santa tereza,RS,4317251,FALSE,FALSE,0,1,1
santa vitoria do palmar,RS,4317301,FALSE,FALSE,1,1,1
santiago,RS,4317400,FALSE,FALSE,1,1,1
santo angelo,RS,4317509,FALSE,FALSE,1,1,1
santo antonio do palma,RS,4317558,FALSE,FALSE,0,1,1
santo antonio da patrulha,RS,4317608,FALSE,FALSE,1,1,1
santo antonio das missoes,RS,4317707,FALSE,FALSE,1,1,1
santo antonio do planalto,RS,4317756,FALSE,FALSE,0,1,1
santo augusto,RS,4317806,FALSE,FALSE,1,1,1
santo cristo,RS,4317905,FALSE,FALSE,1,1,1
santo expedito do sul,RS,4317954,FALSE,FALSE,0,1,1
sao borja,RS,4318002,FALSE,FALSE,1,1,1
sao domingos do sul,RS,4318051,FALSE,FALSE,1,1,1
sao francisco de assis,RS,4318101,FALSE,FALSE,1,1,1
sao francisco de paula,RS,4318200,FALSE,FALSE,1,1,1
sao gabriel,RS,4318309,FALSE,FALSE,1,1,1
sao jeronimo,RS,4318408,FALSE,FALSE,1,1,1
sao joao da urtiga,RS,4318424,FALSE,FALSE,1,1,1
sao joao do polesine,RS,4318432,FALSE,FALSE,0,1,1
sao jorge,RS,4318440,FALSE,FALSE,1,1,1
sao jose das missoes,RS,4318457,FALSE,FALSE,0,1,1
sao jose do herval,RS,4318465,FALSE,FALSE,1,1,1
sao jose do hortencio,RS,4318481,FALSE,FALSE,1,1,1
sao jose do inhacora,RS,4318499,FALSE,FALSE,0,1,1
sao jose do norte,RS,4318507,FALSE,FALSE,1,1,1
sao jose do ouro,RS,4318606,FALSE,FALSE,1,1,1
sao jose do sul,RS,4318614,FALSE,FALSE,0,0,1
sao jose dos ausentes,RS,4318622,FALSE,FALSE,0,1,1
sao leopoldo,RS,4318705,FALSE,FALSE,1,1,1
sao lourenco do sul,RS,4318804,FALSE,FALSE,1,1,1
sao luiz gonzaga,RS,4318903,FALSE,FALSE,1,1,1
sao marcos,RS,4319000,FALSE,FALSE,1,1,1
sao martinho,RS,4319109,FALSE,FALSE,1,1,1
sao martinho da serra,RS,4319125,FALSE,FALSE,0,1,1
sao miguel das missoes,RS,4319158,FALSE,FALSE,1,1,1
sao nicolau,RS,4319208,FALSE,FALSE,1,1,1
sao paulo das missoes,RS,4319307,FALSE,FALSE,1,1,1
sao pedro da serra,RS,4319356,FALSE,FALSE,0,1,1
sao pedro das missoes,RS,4319364,FALSE,FALSE,0,0,1
sao pedro do butia,RS,4319372,FALSE,FALSE,0,1,1
sao pedro do sul,RS,4319406,FALSE,FALSE,1,1,1
sao sebastiao do cai,RS,4319505,FALSE,FALSE,1,1,1
sao sepe,RS,4319604,FALSE,FALSE,1,1,1
sao valentim,RS,4319703,FALSE,FALSE,1,1,1
sao valentim do sul,RS,4319711,FALSE,FALSE,0,1,1
sao valerio do sul,RS,4319737,FALSE,FALSE,0,1,1
sao vendelino,RS,4319752,FALSE,FALSE,1,1,1
sao vicente do sul,RS,4319802,FALSE,FALSE,1,1,1
sapiranga,RS,4319901,FALSE,FALSE,1,1,1
sapucaia do sul,RS,4320008,FALSE,FALSE,1,1,1
sarandi,RS,4320107,FALSE,FALSE,1,1,1
seberi,RS,4320206,FALSE,FALSE,1,1,1
sede nova,RS,4320230,FALSE,FALSE,1,1,1
segredo,RS,4320263,FALSE,FALSE,1,1,1
selbach,RS,4320305,FALSE,FALSE,1,1,1
senador salgado filho,RS,4320321,FALSE,FALSE,0,1,1
sentinela do sul,RS,4320354,FALSE,FALSE,0,1,1
serafina correa,RS,4320404,FALSE,FALSE,1,1,1
serio,RS,4320453,FALSE,FALSE,0,1,1
sertao,RS,4320503,FALSE,FALSE,1,1,1
sertao santana,RS,4320552,FALSE,FALSE,0,1,1
sete de setembro,RS,4320578,FALSE,FALSE,0,1,1
severiano de almeida,RS,4320602,FALSE,FALSE,1,1,1
silveira martins,RS,4320651,FALSE,FALSE,1,1,1
sinimbu,RS,4320677,FALSE,FALSE,0,1,1
sobradinho,RS,4320701,FALSE,FALSE,1,1,1
soledade,RS,4320800,FALSE,FALSE,1,1,1
tabai,RS,4320859,FALSE,FALSE,0,1,1
tapejara,RS,4320909,FALSE,FALSE,1,1,1
tapera,RS,4321006,FALSE,FALSE,1,1,1
tapes,RS,4321105,FALSE,FALSE,1,1,1
taquara,RS,4321204,FALSE,FALSE,1,1,1
taquari,RS,4321303,FALSE,FALSE,1,1,1
taquarucu do sul,RS,4321329,FALSE,FALSE,1,1,1
tavares,RS,4321352,FALSE,FALSE,1,1,1
tenente portela,RS,4321402,FALSE,FALSE,1,1,1
terra de areia,RS,4321436,FALSE,FALSE,1,1,1
teutonia,RS,4321451,FALSE,FALSE,1,1,1
tio hugo,RS,4321469,FALSE,FALSE,0,0,1
tiradentes do sul,RS,4321477,FALSE,FALSE,0,1,1
toropi,RS,4321493,FALSE,FALSE,0,1,1
torres,RS,4321501,FALSE,FALSE,1,1,1
tramandai,RS,4321600,FALSE,FALSE,1,1,1
travesseiro,RS,4321626,FALSE,FALSE,0,1,1
tres arroios,RS,4321634,FALSE,FALSE,1,1,1
tres cachoeiras,RS,4321667,FALSE,FALSE,1,1,1
tres coroas,RS,4321709,FALSE,FALSE,1,1,1
tres de maio,RS,4321808,FALSE,FALSE,1,1,1
tres forquilhas,RS,4321832,FALSE,FALSE,0,1,1
tres palmeiras,RS,4321857,FALSE,FALSE,1,1,1
tres passos,RS,4321907,FALSE,FALSE,1,1,1
trindade do sul,RS,4321956,FALSE,FALSE,1,1,1
triunfo,RS,4322004,FALSE,FALSE,1,1,1
tucunduva,RS,4322103,FALSE,FALSE,1,1,1
tunas,RS,4322152,FALSE,FALSE,1,1,1
tupanci do sul,RS,4322186,FALSE,FALSE,0,1,1
tupancireta,RS,4322202,FALSE,FALSE,1,1,1
tupandi,RS,4322251,FALSE,FALSE,1,1,1
tuparendi,RS,4322301,FALSE,FALSE,1,1,1
turucu,RS,4322327,FALSE,FALSE,0,1,1
ubiretama,RS,4322343,FALSE,FALSE,0,1,1
uniao da serra,RS,4322350,FALSE,FALSE,0,1,1
unistalda,RS,4322376,FALSE,FALSE,0,1,1
uruguaiana,RS,4322400,FALSE,FALSE,1,1,1
vacaria,RS,4322509,FALSE,FALSE,1,1,1
vale verde,RS,4322525,FALSE,FALSE,0,1,1
vale do sol,RS,4322533,FALSE,FALSE,0,1,1
vale real,RS,4322541,FALSE,FALSE,0,1,1
vanini,RS,4322558,FALSE,FALSE,1,1,1
venancio aires,RS,4322608,FALSE,FALSE,1,1,1
vera cruz,RS,4322707,FALSE,FALSE,1,1,1
veranopolis,RS,4322806,FALSE,FALSE,1,1,1
vespasiano correa,RS,4322855,FALSE,FALSE,0,1,1
viadutos,RS,4322905,FALSE,FALSE,1,1,1
viamao,RS,4323002,FALSE,FALSE,1,1,1
vicente dutra,RS,4323101,FALSE,FALSE,1,1,1
victor graeff,RS,4323200,FALSE,FALSE,1,1,1
vila flores,RS,4323309,FALSE,FALSE,1,1,1
vila langaro,RS,4323358,FALSE,FALSE,0,1,1
vila maria,RS,4323408,FALSE,FALSE,1,1,1
vila nova do sul,RS,4323457,FALSE,FALSE,0,1,1
vista alegre,RS,4323507,FALSE,FALSE,1,1,1
vista alegre do prata,RS,4323606,FALSE,FALSE,1,1,1
vista gaucha,RS,4323705,FALSE,FALSE,1,1,1
vitoria das missoes,RS,4323754,FALSE,FALSE,0,1,1
westfalia,RS,4323770,FALSE,FALSE,0,0,1
xangri-la,RS,4323804,FALSE,FALSE,0,1,1
agua clara,MS,5000203,FALSE,FALSE,1,1,1
alcinopolis,MS,5000252,FALSE,FALSE,0,1,1
amambai,MS,5000609,FALSE,FALSE,1,1,1
anastacio,MS,5000708,FALSE,FALSE,1,1,1
anaurilandia,MS,5000807,FALSE,FALSE,1,1,1
angelica,MS,5000856,FALSE,FALSE,1,1,1
antonio joao,MS,5000906,FALSE,FALSE,1,1,1
aparecida do taboado,MS,5001003,FALSE,FALSE,1,1,1
aquidauana,MS,5001102,FALSE,FALSE,1,1,1
aral moreira,MS,5001243,FALSE,FALSE,1,1,1
bandeirantes,MS,5001508,FALSE,FALSE,1,1,1
bataguassu,MS,5001904,FALSE,FALSE,1,1,1
bataypora,MS,5002001,FALSE,FALSE,1,1,1
bela vista,MS,5002100,FALSE,FALSE,1,1,1
bodoquena,MS,5002159,FALSE,FALSE,1,1,1
bonito,MS,5002209,FALSE,FALSE,1,1,1
brasilandia,MS,5002308,FALSE,FALSE,1,1,1
caarapo,MS,5002407,FALSE,FALSE,1,1,1
camapua,MS,5002605,FALSE,FALSE,1,1,1
campo grande,MS,5002704,FALSE,FALSE,1,1,1
caracol,MS,5002803,FALSE,FALSE,1,1,1
cassilandia,MS,5002902,FALSE,FALSE,1,1,1
chapadao do sul,MS,5002951,FALSE,FALSE,1,1,1
corguinho,MS,5003108,FALSE,FALSE,1,1,1
coronel sapucaia,MS,5003157,FALSE,FALSE,1,1,1
corumba,MS,5003207,FALSE,FALSE,1,1,1
costa rica,MS,5003256,FALSE,FALSE,1,1,1
coxim,MS,5003306,FALSE,FALSE,1,1,1
deodapolis,MS,5003454,FALSE,FALSE,1,1,1
dois irmaos do buriti,MS,5003488,FALSE,FALSE,1,1,1
douradina,MS,5003504,FALSE,FALSE,1,1,1
dourados,MS,5003702,FALSE,FALSE,1,1,1
eldorado,MS,5003751,FALSE,FALSE,1,1,1
fatima do sul,MS,5003801,FALSE,FALSE,1,1,1
figueirao,MS,5003900,FALSE,FALSE,0,0,1
gloria de dourados,MS,5004007,FALSE,FALSE,1,1,1
guia lopes da laguna,MS,5004106,FALSE,FALSE,1,1,1
iguatemi,MS,5004304,FALSE,FALSE,1,1,1
inocencia,MS,5004403,FALSE,FALSE,1,1,1
itapora,MS,5004502,FALSE,FALSE,1,1,1
itaquirai,MS,5004601,FALSE,FALSE,1,1,1
